tick,timestamp,cell0_load,cell1_load,cell2_load,cell0_throughput,cell1_throughput,cell2_throughput,cell0_ue_count,cell1_ue_count,cell2_ue_count,cell0_avg_sinr,cell1_avg_sinr,cell2_avg_sinr,system_throughput,system_avg_sinr,system_avg_latency_ms,handover_count,handover_rate,packet_loss_rate,is_congested,congestion_level
1534,1534.0,0.36,0.54,0.21,577.8363002867376,455.6310661756148,569.8000230969551,7,8,5,11.763727330320618,7.6600229388426975,16.87547312526128,1603.2673895593075,11.400182022464614,16.93644126581076,0,0.0,0.0,0,0.54
1535,1535.0,0.36,0.54,0.21,576.671936462435,455.6524882351806,564.266291411059,7,8,5,11.73911613533053,7.660112262851962,16.70364570871667,1596.5907161086748,11.348646979685636,16.964967117894634,0,0.0,0.0,0,0.54
1536,1536.0,0.36,0.54,0.21,575.4944641092574,455.6639815887072,558.7628691368416,7,8,5,11.714022710669637,7.659808944052516,16.532494814414797,1589.921314834806,11.296955229959078,16.996689804448256,0,0.0,0.0,0,0.54
1537,1537.0,0.36,0.54,0.21,574.3041779148541,455.665690290148,553.2907293118253,7,8,5,11.688449248848466,7.659117177358487,16.362041547961446,1583.2605975168274,11.24511449503072,17.03165217641432,0,0.0,0.0,0,0.54
1538,1538.0,0.36,0.54,0.21,573.1014306575457,455.65776229889735,547.850775268044,7,8,5,11.66239919688318,7.6580413177292606,16.192304662904448,1576.6099682244871,11.193132411726928,17.069898706429726,0,0.0,0.0,0,0.54
1539,1539.0,0.36,0.54,0.21,571.8866308702698,455.6403492267154,542.4438387394338,7,8,5,11.635877204280101,7.656585876753791,16.023300502388757,1569.970818836419,11.14101649779674,17.11147556618988,0,0.0,0.0,0,0.54
1540,1540.0,0.36,0.54,0.21,570.6602400851688,455.61360609444085,537.0706799843465,7,8,5,11.608889061508432,7.654755519185619,15.855043001979556,1563.3445261639558,11.08877412969709,17.156430707403526,0,0.0,0.0,0,0.54
1541,1541.0,0.36,0.54,0.21,569.4227696850555,455.5776910955336,531.7319894619104,7,8,5,11.581441629504429,7.6525550593657075,15.687543739815343,1556.7324502424997,11.036412529026668,17.204813946712452,0,0.0,0.0,0,0.54
1542,1542.0,0.36,0.54,0.21,568.1747773896848,455.5327653636808,526.4283906727356,7,8,5,11.553542760787845,7.6499894574752005,15.520812022415635,1550.135933426101,10.983938754869735,17.256677054940017,0,0.0,0.0,0,0.54
1543,1543.0,0.36,0.54,0.21,566.9168634065666,455.4789927419362,521.1604438387892,7,8,5,11.525201212812041,7.647063815565922,15.35485499640563,1543.5562999872918,10.931359699811988,17.312073851025698,0,0.0,0.0,0,0.54
1544,1544.0,0.36,0.54,0.21,565.6496662778035,455.4165395511,515.9286501542588,7,8,5,11.49642655420824,7.643783373322366,15.18967777813702,1536.9948559831623,10.878682087836085,17.371060300998305,0,0.0,0.0,0,0.54
1545,1545.0,0.36,0.54,0.21,564.3738584560159,455.3455743553532,510.7334563888525,7,8,5,11.46722906462031,7.640153503516048,15.025283594679223,1530.4528892002215,10.825912472693334,17.433694622339424,0,0.0,0.0,0,0.54
1546,1546.0,0.36,0.54,0.21,563.0901416436755,455.26626772343184,505.57525966786466,7,8,5,11.437619628855574,7.636179707119517,14.861673930946619,1523.931669034972,10.773057235683911,17.50003739409248,0,0.0,0.0,0,0.54
1547,1547.0,0.36,0.54,0.21,561.7992419310864,455.17879198395536,500.4544122898605,7,8,5,11.407609626099006,7.631867608054994,14.698848678827272,1517.4324462049021,10.720122582063471,17.570151673078204,0,0.0,0.0,0,0.54
1548,1548.0,0.36,0.54,0.21,560.5019047686762,455.0833209738252,495.37122647367914,7,8,5,11.377210814949823,7.627222947559498,14.536806285106962,1510.9564522161804,10.667114535532978,17.644103116589097,0,0.0,0.0,0,0.54
1549,1549.0,0.36,0.54,0.21,559.1988898092688,454.9800297789301,490.3259789521979,7,8,5,11.346435215042078,7.6222515781557245,14.375543895756744,1504.5048985403969,10.614038930466204,17.721960111948906,0,0.0,0.0,0,0.54
1550,1550.0,0.36,0.54,0.21,557.8909656554579,454.8690944666982,485.3189153516259,7,8,5,11.315294986002057,7.616959457224881,14.215057494793118,1498.0789754737816,10.560901401688952,17.80379391334204,0,0.0,0.0,0,0.54
1551,1551.0,0.36,0.54,0.21,556.5789045462385,454.7506918103458,480.35025431251336,7,8,5,11.283802304477433,7.611352640184704,14.05534203644265,1491.6798506690975,10.507707371751646,17.889678786339196,0,0.0,0.0,0,0.54
1552,1552.0,0.36,0.54,0.21,555.2634770155785,454.62499900494527,475.4201913228253,7,8,5,11.25196923994461,7.605437273282217,13.896391569766914,1485.308667343349,10.45446203573523,17.979692160571563,0,0.0,0.0,0,0.54
1553,1553.0,0.36,0.54,0.21,553.9454465537832,454.49219337570435,470.5289022447397,7,8,5,11.219807629965203,7.599219586016784,13.738199355241344,1478.9665421742275,10.401170343704871,18.073914791035037,0,0.0,0.0,0,0.54
1554,1554.0,0.36,0.54,0.21,552.6255643003253,454.3524520791125,465.6765465258146,7,8,5,11.187328955519137,7.5927058832151735,13.580757973048506,1472.6545629052525,10.347836980979894,18.172430928537867,0,0.0,0.0,0,0.54
1555,1555.0,0.36,0.54,0.21,551.3045637943479,454.20595179780105,460.86327009219804,7,8,5,11.154544216993113,7.585902536784619,13.424059423053603,1466.3737856843472,10.294466346424837,18.27532849984262,0,0.0,0.0,0,0.54
1556,1556.0,0.36,0.54,0.21,549.983155806436,454.05286843019724,456.0892079269413,7,8,5,11.12146381135147,7.578815977175282,13.268095216587307,1460.1252321635748,10.241062528989954,18.382699298091094,0,0.0,0.0,0,0.54
1557,1557.0,0.36,0.54,0.21,548.6620232725206,455.0172897721861,451.35448634058673,7,8,5,11.088097410962279,7.593414565188677,13.112856460278811,1455.0337993852936,10.196414034981972,18.48841257266207,0,0.0,0.0,0,0.54
1558,1558.0,0.36,0.54,0.21,547.3418163480493,456.10827334409515,446.6592249442048,7,8,5,11.054453844498179,7.61032949258604,12.95833393226618,1450.1093146363492,10.152774125675322,18.59809705596353,0,0.0,0.0,0,0.54
1559,1559.0,0.36,0.54,0.21,546.0231475978824,457.2058751390732,442.0035383372556,7,8,5,11.02054098027926,7.627219638629192,12.8045181511696,1445.2325610742112,10.10920673634182,18.712525689754898,0,0.0,0.0,0,0.54
1560,1560.0,0.36,0.54,0.21,543.1889717690567,457.097065248442,443.878661659561,7,8,5,10.96461958565781,7.6225144321491545,12.854407158580852,1444.1646986770593,10.10022441748511,18.717335016399765,0,0.0,0.0,0,0.54
1561,1561.0,0.36,0.54,0.21,540.3751529173167,457.0075588037197,445.7736839428989,7,8,5,10.908913917639367,7.618064644329779,12.904740729641764,1443.1563956639354,10.09153091131613,18.724690418241643,0,0.0,0.0,0,0.54
1562,1562.0,0.36,0.54,0.21,537.580282785776,456.9369087304303,447.68843439153846,7,8,5,10.853392345009164,7.613861832142028,12.955518919796438,1442.205625907745,10.08311178355913,18.73457654227758,0,0.0,0.0,0,0.54
1563,1563.0,0.36,0.54,0.21,534.8030149617468,456.88459096050997,449.622699257017,7,8,5,10.798024581069061,7.609896173701174,13.006740499489528,1441.3103051792737,10.074952197727022,18.746978354755626,0,0.0,0.0,0,0.54
1564,1564.0,0.36,0.54,0.21,532.0420626876686,457.24543546171844,451.5762146596551,7,8,5,10.742781634596637,7.613874123168927,13.058402735720552,1440.8637128090422,10.070123905306534,18.7597319335612,0,0.0,0.0,0,0.54
1565,1565.0,0.36,0.54,0.21,529.2961967015168,458.060973620503,453.54865831391817,7,8,5,10.687635761226385,7.6266030069812505,13.110501140383596,1440.905828635938,10.068939004317633,18.77261099938777,0,0.0,0.0,0,0.54
1566,1566.0,0.36,0.54,0.21,526.5642431264553,458.9006650908783,455.53964001784493,7,8,5,10.63256041568657,7.639679367981621,13.163029181198485,1441.0045482351784,10.068025187982569,18.787943543979875,0,0.0,0.0,0,0.54
1567,1567.0,0.36,0.54,0.21,523.845081423866,459.76358368228847,457.54869075325007,7,8,5,10.577530205204752,7.653086072047688,13.215977950633697,1441.1573558594048,10.067364488299162,18.805716219614848,0,0.0,0.0,0,0.54
1568,1568.0,0.36,0.54,0.21,521.1376424194673,460.64869652810614,459.57525022988966,7,8,5,10.522520844300233,7.666804041441392,13.26933578781509,1441.361589177463,10.06693785903541,18.82591607054074,0,0.0,0.0,0,0.54
1569,1569.0,0.36,0.54,0.21,518.440906408758,461.55485676787407,461.61865269374215,7,8,5,10.467509111107338,7.680812115148579,13.323087848022931,1441.6144158703742,10.066724996952734,18.848530551857277,0,0.0,0.0,0,0.54
1570,1570.0,0.36,0.54,0.21,515.7539013453471,462.4807960371859,463.6781108078352,7,8,5,10.412472805316243,7.695086905398746,13.377215614027069,1441.9128081903682,10.06670414752695,18.87354754978995,0,0.0,0.0,0,0.54
1571,1571.0,0.36,0.54,0.21,513.0757011136482,463.425116833178,465.752697404605,7,8,5,10.35739070777334,7.709602651650451,13.431696343226406,1442.2535153514311,10.066851894187453,18.90095540338916,0,0.0,0.0,0,0.54
1572,1572.0,0.36,0.54,0.21,510.40542388584623,464.38628484241644,467.84132490314107,7,8,5,10.302242541749735,7.724331073682698,13.486502444389288,1442.6330336314036,10.067142930182808,18.930742927668508,0,0.0,0.0,0,0.54
1573,1573.0,0.36,0.54,0.21,507.7422305618322,465.3626213394668,469.9427221846307,7,8,5,10.247008935860153,7.739241225837938,13.54160077779039,1443.0475740859295,10.067549812333827,18.962899438172627,0,0.0,0.0,0,0.54
1574,1574.0,0.36,0.54,0.21,505.08532328993766,466.35229578872014,472.05540872740215,7,8,5,10.191671388596365,7.754299354920076,13.596951872782848,1443.49302780606,10.068042696172471,18.99741477693357,0,0.0,0.0,0,0.54
1575,1575.0,0.36,0.54,0.21,502.43394406565073,467.35331880896695,474.1776658223189,7,8,5,10.136212234424864,7.7694687647578995,13.652509057426977,1443.9649286969363,10.068589052308607,19.03427933973627,0,0.0,0.0,0,0.54
1576,1576.0,0.36,0.54,0.21,499.78737340505387,468.36353568960806,476.30750472383835,7,8,5,10.080614611389153,7.784709690998344,13.70821749583671,1444.4584138185003,10.069153364344718,19.073484104564976,0,0.0,0.0,0,0.54
1577,1577.0,0.36,0.54,0.21,497.14492908945107,469.3806206787025,478.4426316467958,7,8,5,10.024862430150955,7.799979190283458,13.764013130552721,1444.9681814149494,10.069696809304398,19.115020661043097,0,0.0,0.0,0,0.54
1578,1578.0,0.36,0.54,0.21,494.5059649774548,470.4020722957236,480.58040959974767,7,8,5,9.96894034440018,7.81523104858055,13.81982152968207,1445.488446872926,10.0701769223928,19.158881240607315,0,0.0,0.0,0,0.54
1579,1579.0,0.36,0.54,0.21,491.86986988076353,471.42520995473626,482.71781715959025,7,8,5,9.91283372256238,7.830415714053268,13.875556641971752,1446.0128969950902,10.07054724901108,19.20505874707058,0,0.0,0.0,0,0.54
1580,1580.0,0.36,0.54,0.21,489.23606649983714,472.44717221543135,484.85140444699664,7,8,5,9.856528620731805,7.845480260458836,13.931119467643663,1446.5346431622652,10.070756988350581,19.253546787126915,0,0.0,0.0,0,0.54
1581,1581.0,0.36,0.54,0.21,486.60401041574784,473.46491700824316,486.97724676667247,7,8,5,9.800011756759178,7.860368387599058,13.986396658972387,1447.0461741906634,10.070750634648432,19.304339700231708,0,0.0,0.0,0,0.54
1582,1582.0,0.36,0.54,0.21,483.9731891345797,474.4752242032953,488.0349321660477,7,8,5,9.743270485425212,7.875020465795512,14.041259072499514,1446.4833455039225,10.070467624341907,19.35875423642525,0,0.0,0.0,0,0.54
1583,1583.0,0.36,0.54,0.21,481.34312118088394,475.4747009086003,487.93002069938717,7,8,5,9.686292774633344,7.889373631655131,14.095560304688188,1444.7478427888714,10.06984199995577,19.416853907238384,0,0.0,0.0,0,0.54
1584,1584.0,0.36,0.54,0.21,478.7133552368459,476.4597898875931,487.8146433559405,7,8,5,9.62906718255805,7.90336194248043,14.149135254905502,1442.9877884803795,10.068802104613864,19.477173100140696,0,0.0,0.0,0,0.54
1585,1585.0,0.36,0.54,0.21,476.08346932400707,477.42678147633933,487.6886949830297,7,8,5,9.571582835688782,7.916916596495934,14.201798773923025,1441.1989457833758,10.067270324570206,19.53970490214296,0,0.0,0.0,0,0.54
1586,1586.0,0.36,0.54,0.21,473.4530700245449,478.37182935313854,487.5520859380259,7,8,5,9.513829407712649,7.929966225543301,14.253344472477604,1439.3769853157091,10.065162901036148,19.60444287266062,0,0.0,0.0,0,0.54
1587,1587.0,0.36,0.54,0.21,470.8217917393211,479.2909704642094,487.40474215758553,7,8,5,9.455797099183028,7.942437265975645,14.303543782346097,1437.5175043611162,10.06238983669084,19.67138104539049,0,0.0,0.0,0,0.54
1588,1588.0,0.36,0.54,0.21,468.18929598008026,480.1801493357698,487.2466051714336,7,8,5,9.397476617924733,7.954254412101523,14.352145380920016,1435.6160504872835,10.058854926344269,19.74051392837505,0,0.0,0.0,0,0.54
1589,1589.0,0.36,0.54,0.21,465.5552706933886,481.03524690286855,487.07763206129675,7,8,5,9.338859160130463,7.9653411546490815,14.398875107904747,1433.6681496575538,10.054455944881479,19.811836502302178,0,0.0,0.0,0,0.54
1590,1590.0,0.36,0.54,0.21,464.87068906161005,480.33314923551353,486.7359035467427,7,8,5,9.318598096468293,7.939422754754572,14.383144249655128,1431.9397418438662,10.033064498079515,19.920663638665047,0,0.0,0.0,0,0.54
1591,1591.0,0.36,0.54,0.21,464.20561291719287,479.6315712418766,486.39221151117846,7,8,5,9.298490744217986,7.913189646658059,14.367307368638023,1430.2293956702479,10.011574461299023,20.033601827972166,0,0.0,0.0,0,0.54
1592,1592.0,0.36,0.54,0.21,463.56046641565126,478.93036018771573,486.0465571208438,7,8,5,9.278545036331066,7.88663465281957,14.351364154195807,1428.5373837242107,9.989985662392652,20.150771923658368,0,0.0,0.0,0,0.54
1593,1593.0,0.36,0.54,0.21,462.9356650481669,478.22936764976987,485.69894146609835,7,8,5,9.258768786340925,7.859750759838651,14.335314287401161,1426.863974164035,9.968297951005074,20.272299810039943,0,0.0,0.0,0,0.54
1594,1594.0,0.36,0.54,0.21,462.33161604140844,477.5284504259024,485.3493655710978,7,8,5,9.239169698817761,7.832531141842285,14.319157441319998,1425.2094320384085,9.94651121165313,20.398316611596663,0,0.0,0.0,0,0.54
1595,1595.0,0.36,0.54,0.21,461.7487187531887,476.8274714456258,484.99783040346654,7,8,5,9.219755379760253,7.804969183806492,14.30289328127077,1423.574020602281,9.924625376756376,20.52895891245735,0,0.0,0.0,0,0.54
1596,1596.0,0.36,0.54,0.21,461.1873650644337,476.12630067498077,484.64433688394536,7,8,5,9.200533346930849,7.777058504676063,14.2865214650788,1421.9580026233598,9.902640439565921,20.664368986702932,0,0.0,0.0,0,0.54
1597,1597.0,0.36,0.45,0.3,460.64793976804685,457.2178540453886,502.7142110905099,7,7,6,9.18151104014343,8.935427237162076,11.810416450058101,1420.5800049039456,9.884053332074357,20.77214909647588,1,0.05,0.0,0,0.45
1598,1598.0,0.36,0.45,0.3,460.13082095531905,456.8694389069477,502.73028658561867,7,7,6,9.162695831513284,8.919069516801835,11.816302960757318,1419.7305464478854,9.873508760137486,20.80925776138786,0,0.0,0.0,0,0.45
1599,1599.0,0.36,0.45,0.3,459.63638040062085,456.519418863753,502.7534329335011,7,7,6,9.144095035680758,8.902478118226341,11.822289381499147,1418.9092321978746,9.862987418317228,20.850449494155768,0,0.0,0.0,0,0.45
1600,1600.0,0.36,0.45,0.3,459.1649839451866,456.167554362091,502.7838199541061,7,7,6,9.125715920021364,8.885647693661324,11.828375774732008,1418.1163582613838,9.852489997208542,20.895802867812343,0,0.0,0.0,0,0.45
1601,1601.0,0.36,0.45,0.3,458.7169918808406,455.8136172750155,502.8216178263688,7,7,6,9.107565714855513,8.868573296637948,11.834562212264752,1417.352226982225,9.842017317702137,20.945398221967128,0,0.0,0.0,0,0.45
1602,1602.0,0.36,0.45,0.3,458.29275933460764,455.4573918332125,502.8669969562724,7,7,6,9.089651623672983,8.851250404674941,11.84084877700615,1416.6171481240924,9.831570343023618,20.999317728606364,0,0.0,0.0,0,0.45
1603,1603.0,0.36,0.45,0.3,457.8926366551783,455.09867550716086,502.92012784193633,7,7,6,9.07198083338759,8.833674940571294,11.847235564722304,1415.9114400042754,9.821150190302301,21.05764545853392,0,0.0,0.0,0,0.45
1604,1604.0,0.36,0.45,0.3,457.516969802267,454.7372798336452,502.9811809361928,7,7,6,9.05456052463867,8.815843292148852,11.853722685811112,1415.2354305721049,9.810758141618967,21.120467448312713,0,0.0,0.0,0,0.45
1605,1605.0,0.36,0.45,0.3,457.16610073992706,454.37303117996726,503.05032650715344,7,7,6,9.037397882156629,8.797752330292113,11.860310267092274,1414.589458427048,9.800395654484742,21.187871767559862,0,0.0,0.0,0,0.45
1606,1606.0,0.36,0.45,0.3,456.8403678349645,454.0057714395849,503.1277344972952,7,7,6,9.020500105211283,8.779399425142737,11.866998453611622,1413.9738737718446,9.790064371707393,21.259948586442025,0,0.0,0.0,0,0.45
1607,1607.0,0.36,0.45,0.3,456.5401062615907,453.63535865337417,503.2135743816527,7,7,6,9.003874418161587,8.760782460318428,11.87378741045864,1413.3890392966173,9.779766130605598,21.33679024321109,0,0.0,0.0,0,0.45
1608,1608.0,0.36,0.45,0.3,456.2656484135356,453.26166755125956,503.30801502571376,7,7,6,8.98752808112725,8.74189984503947,11.880677324595714,1412.8353309905087,9.769502971537067,21.418491311613288,0,0.0,0.0,0,0.45
1609,1609.0,0.36,0.45,0.3,456.0173243248545,452.88459000958755,503.41122454367655,7,7,6,8.971468400802852,8.722750524062105,11.887668406698262,1412.3131388781185,9.759277145712215,21.505148667997343,0,0.0,0.0,0,0.45
1610,1610.0,0.36,0.45,0.3,455.79546210070106,452.50403542030915,503.52337015772457,7,7,6,8.9557027414361,8.703333985334663,11.894760893004053,1411.8228676787346,9.749091122270983,21.59686155794146,0,0.0,0.0,0,0.45
1611,1611.0,0.36,0.45,0.3,455.60038835940077,452.11993096878456,503.64461805904335,7,7,6,8.940238535993265,8.683650265310565,11.901955047171148,1411.3649373872286,9.738947594607685,21.69373166221004,0,0.0,0.0,0,0.45
1612,1612.0,0.36,0.45,0.3,455.43242868715276,451.7322218178231,503.77513327129213,7,7,6,8.925083297534904,8.663699951871573,11.909251162142965,1410.939783776268,9.728849485935157,21.795863161844487,0,0.0,0.0,0,0.45
1613,1613.0,0.36,0.45,0.3,455.29190810677187,451.34087119640355,503.91507951728687,7,7,6,8.910244630826897,8.643484184834493,11.916649562019517,1410.5478588204624,9.718799954087341,21.90336280218491,0,0.0,0.0,0,0.45
1614,1614.0,0.36,0.41,0.34,455.17915156189156,433.0964531430086,522.8188533725286,7,6,7,8.895730244212299,10.172418166865564,10.16591835157484,1411.0944580774287,9.723302458585168,21.881191080157578,1,0.05,0.0,0,0.41
1615,1615.0,0.36,0.41,0.34,455.09448441809985,433.14661497056863,523.4606809286437,7,6,7,8.88154796177084,10.1728532678749,10.193950136871655,1411.7017803173123,9.728280314887344,21.8606273947402,0,0.0,0.0,0,0.41
1616,1616.0,0.36,0.41,0.34,455.0382329825213,433.19683713427423,524.1192096380692,7,6,7,8.86770573579412,10.173323127863062,10.22198901493904,1412.3542797548648,9.733390101115525,21.845704302329224,0,0.0,0.0,0,0.41
1617,1617.0,0.36,0.41,0.34,455.01072504341596,433.23388645392936,524.7944805014035,7,6,7,8.854211659606062,10.173427468011955,10.250034386943868,1413.039091998749,9.738514356696061,21.836636769757273,0,0.0,0.0,0,0.41
1618,1618.0,0.36,0.41,0.34,455.0122904313953,433.257823461255,525.486525823102,7,6,7,8.841073980759132,10.173167444994673,10.278085670918866,1413.7566397157525,9.743656111585702,21.833392593666165,0,0.0,0.0,0,0.41
1619,1619.0,0.36,0.41,0.34,455.0432616039267,433.2687843236401,526.1953692697809,7,6,7,8.82830111463885,10.172546392716864,10.306142302553635,1414.5074151973477,9.748819113832429,21.835944301181716,0,0.0,0.0,0,0.41
1620,1620.0,0.36,0.41,0.34,456.5833582206785,433.8402177464365,526.6903756808656,7,6,7,8.867867667186983,10.187421539611286,10.29959037726493,1417.1139516479805,9.764836777441555,21.81597468028462,0,0.0,0.0,0,0.41
1621,1621.0,0.36,0.41,0.34,458.1298634987333,434.33553566320506,527.18902372871,7,6,7,8.907379674859355,10.20035266836266,10.293134798086061,1419.6544228906484,9.780285866039694,21.797948970459895,0,0.0,0.0,0,0.41
1622,1622.0,0.36,0.41,0.34,459.68289282948706,434.7540365082885,527.6912383402359,7,6,7,8.946839001032226,10.211322176989231,10.286772791019002,1422.1281676780113,9.7951607803147,21.781875549284415,0,0.0,0.0,0,0.41
1623,1623.0,0.36,0.41,0.34,461.2425443165397,435.0952288763613,528.1969439127529,7,6,7,8.986247206506057,10.22031769005081,10.280501598706609,1424.5347171056537,9.809457388839677,21.767762925429615,0,0.0,0.0,0,0.41
1624,1624.0,0.36,0.41,0.34,462.8088977428666,435.35882884714715,528.7060643505276,7,6,7,9.025605525619186,10.227331991249931,10.274318480692786,1426.8737909405413,9.82317299958417,21.75561976036254,0,0.0,0.0,0,0.41
1625,1625.0,0.42,0.41,0.28,481.81756315205484,435.54475499164255,512.2462505022584,8,6,6,7.830593204795237,10.232362897970436,12.140411510995117,1429.6085686459558,9.84406960460776,21.667177722268725,1,0.05,0.0,0,0.42
1626,1626.0,0.42,0.41,0.28,483.64304176362,435.65312125467347,513.0050531482732,8,6,6,7.87508166420789,10.235413082642161,12.147179732666592,1432.3012161665667,9.864810510275783,21.576366264155272,0,0.0,0.0,0,0.42
1627,1627.0,0.42,0.41,0.28,485.47734944116235,435.6842279596996,513.7642258523233,8,6,6,7.919507918484906,10.236489847101145,12.15402769426683,1434.9258032531852,9.884958429804355,21.48758538953654,0,0.0,0.0,0,0.42
1628,1628.0,0.42,0.41,0.28,487.3204745675675,435.6385512222488,514.5237069043244,8,6,6,7.96387181805061,10.235604857128875,12.160952415331701,1437.4827326941404,9.904515908958416,21.40081349753403,0,0.0,0.0,0,0.42
1629,1629.0,0.42,0.41,0.28,489.17238174036635,435.51673108679194,515.283434503571,8,6,6,8.00817281838379,10.232773845066411,12.167950932487743,1439.9725473307292,9.92348656061976,21.316029491484453,0,0.0,0.0,0,0.42
1630,1630.0,0.42,0.41,0.28,491.03301076448815,435.31955871769003,516.0433467865762,8,6,6,8.052409958050184,10.2280162887954,12.175020299670578,1442.3959162687543,9.941874959759867,21.23321279344645,0,0.0,0.0,0,0.42
1631,1631.0,0.42,0.41,0.28,492.9022756474204,435.0479629779818,516.8033818532002,8,6,6,8.096581836595163,10.22135507545582,12.182157588309186,1444.7536204786024,9.959686533767565,21.152343359537625,0,0.0,0.0,0,0.42
1632,1632.0,0.42,0.41,0.28,494.7800635960922,434.7029967210548,517.5634777908115,8,6,6,8.14068659230528,10.212816158050913,12.18935988746925,1447.0465381079587,9.976927450578163,21.073401695828764,0,0.0,0.0,0,0.42
1633,1633.0,0.42,0.41,0.28,496.66623401473333,434.2858231007816,518.3235726962159,8,6,6,8.184721879846574,10.202428212600962,12.196624303948587,1449.275629811731,9.993604506903495,20.996368874538796,0,0.0,0.0,0,0.42
1634,1634.0,0.42,0.41,0.28,498.56061750299637,433.79770217726707,519.0836046950647,8,6,6,8.228684847789069,10.190222302793801,12.203947962316944,1451.441924375328,10.009725018648847,20.921226550292698,0,0.0,0.0,0,0.42
1635,1635.0,0.42,0.41,0.28,500.463014853668,433.23997805984817,519.8435119584537,8,6,6,8.272572116027904,10.176231558188997,12.211328004892643,1453.54650487197,10.025296715335653,20.847956976231277,0,0.0,0.0,0,0.42
1636,1636.0,0.42,0.41,0.28,502.373196049382,432.6140667885746,520.5568961033439,8,6,6,8.316379753113559,10.16049087101841,12.218761591648061,1455.5441589413003,10.040327640045366,20.77660133564363,0,0.0,0.0,0,0.42
1637,1637.0,0.42,0.41,0.28,504.2908992579037,431.9214451121088,520.6563367802412,8,6,6,8.360103253506676,10.143036615539932,12.226245900035556,1456.868681150254,10.054826056075317,20.707860115319352,0,0.0,0.0,0,0.42
1638,1638.0,0.42,0.41,0.28,506.2158298257175,431.1636402759527,520.7589153538971,8,6,6,8.403737514776012,10.123906392796275,12.233778124725319,1458.1383854555672,10.068800361166883,20.64094331129088,0,0.0,0.0,0,0.42
1639,1639.0,0.42,0.41,0.28,508.14765926991385,430.34222089180065,520.8645316052591,8,6,6,8.447276814762848,10.103138802549424,12.241355477246515,1459.3544117669735,10.082259009843922,20.575835740718723,0,0.0,0.0,0,0.42
1640,1640.0,0.42,0.41,0.28,510.0860242686239,429.4587889182993,520.9730860230411,8,6,6,8.490714788739602,10.080773243144746,12.248975185522342,1460.517899209964,10.095210444095967,20.51252289235706,0,0.0,0.0,0,0.42
1641,1641.0,0.42,0.41,0.28,512.0305256506234,428.51497274671294,521.0844797834943,8,6,6,8.534044406596982,10.056849739136206,12.256634493290058,1461.6299781808307,10.10766303236667,20.450990939116526,0,0.0,0.0,0,0.42
1642,1642.0,0.42,0.41,0.28,513.9807273850912,427.51242135292273,521.198614725335,8,6,6,8.577257950100172,10.031408795699583,12.264330659396208,1462.691763463349,10.119625016568804,20.39122674988867,0,0.0,0.0,0,0.42
1643,1643.0,0.42,0.41,0.28,515.9361555729638,426.45279945038953,521.3153933194544,8,6,6,8.620346990262618,10.004491278188505,12.272060956957473,1463.7043483428076,10.131104466648841,20.333217900662348,0,0.0,0.0,0,0.42
1644,1644.0,0.42,0.41,0.28,517.8962974418376,425.33778355748325,521.4347186330118,8,6,6,8.663302364894559,9.976138314655637,12.279822672377149,1464.6687996323328,10.142109242067658,20.27695268498216,0,0.0,0.0,0,0.42
1645,1645.0,0.42,0.41,0.28,519.8606003469083,424.16905887701836,521.55649428752,8,6,6,8.706114156392763,9.946391218771202,12.287613104207283,1465.5861535114464,10.15264695945065,20.22242012381445,0,0.0,0.0,0,0.42
1646,1646.0,0.42,0.41,0.28,521.8284707810674,422.9483168756694,521.6806244105142,8,6,6,8.748771669848907,9.915291430315916,12.29542956184625,1466.4574120672507,10.162724965588213,20.169609974897714,0,0.0,0.0,0,0.42
1647,1647.0,0.42,0.41,0.28,523.7992733979293,421.67725344588484,521.8070135803925,8,6,6,8.791263411565001,9.882880470299032,12.30326936406118,1467.2835404242066,10.172350314934064,20.118512741662535,0,0.0,0.0,0,0.42
1648,1648.0,0.42,0.41,0.28,525.7723300522853,420.35756753241526,521.935566764022,8,6,6,8.833577068076968,9.84919990773941,12.311129837325145,1468.0654643487228,10.181529750750155,20.06911968180938,0,0.0,0.0,0,0.42
1649,1649.0,0.42,0.41,0.28,527.7469188632776,418.99096010908454,522.0661892466907,8,6,6,8.875699485801267,9.814291335236065,12.319008313958483,1468.8040682190529,10.190269689078871,20.021422815633148,0,0.0,0.0,0,0.42
1650,1650.0,0.42,0.41,0.28,527.5800307957533,420.32549605010536,523.1132981866517,8,6,6,8.877520707786108,9.847759614905293,12.334832406121768,1471.0188250325104,10.205785889422561,20.032122058755952,0,0.0,0.0,0,0.42
1651,1651.0,0.42,0.41,0.28,527.3990138167658,421.6624523921358,524.0508416689843,8,6,6,8.87877107015342,9.881191696216403,12.347532462284482,1473.112307877886,10.220125675611634,20.04720416007138,0,0.0,0.0,0,0.42
1652,1652.0,0.39,0.44,0.28,512.0248512820283,438.23920850318996,524.8691920302676,7,7,6,10.37610392344465,8.273093352781999,12.356858466207832,1475.1332518154863,10.234276586541677,20.054315049621724,1,0.05,0.0,0,0.44
1653,1653.0,0.39,0.44,0.28,511.7998956306611,439.81693686559476,525.5589975432276,7,7,6,10.375325335053276,8.313978616792395,12.362567113464374,1477.1758300394836,10.250026517185297,20.0323107989453,0,0.0,0.0,0,0.44
